Sensor ID,Timestamp,pH,Dissolved Oxygen,CO2 Levels,Turbidity
8,2025-01-29 07:38:48,7.47,6.99,0.79,2.26
5,2025-01-29 07:39:48,7.87,6.81,0.46,1.55
4,2025-01-29 07:40:48,6.88,7.85,0.36,0.3
3,2025-01-29 07:41:48,8.28,7.29,0.11,4.79
1,2025-01-29 07:42:48,8.39,5.03,0.13,1.88
3,2025-01-29 07:43:48,6.4,5.17,0.41,3.36
5,2025-01-29 07:44:48,6.23,5.79,0.39,0.11
4,2025-01-29 07:45:48,7.02,7.07,0.47,3.71
7,2025-01-29 07:46:48,8.97,5.1,0.85,2.31
2,2025-01-29 07:47:48,7.37,9.01,0.88,0.33
9,2025-01-29 07:48:48,6.21,8.88,0.6,4.21
8,2025-01-29 07:49:48,8.32,7.04,0.12,4.29
5,2025-01-29 07:50:48,8.57,6.17,0.99,1.6
6,2025-01-29 07:51:48,8.56,9.72,0.48,4.69
8,2025-01-29 07:52:48,7.96,6.61,0.55,1.02
8,2025-01-29 07:53:48,7.75,9.45,0.61,1.8
8,2025-01-29 07:54:48,7.24,8.39,0.1,2.62
5,2025-01-29 07:55:48,7.94,5.53,0.77,4.05
7,2025-01-29 07:56:48,7.14,5.88,0.22,2.53
6,2025-01-29 07:57:48,6.85,7.59,0.65,1.21
5,2025-01-29 07:58:48,6.87,9.66,0.6,4.46
2,2025-01-29 07:59:48,8.77,5.59,0.2,1.84
10,2025-01-29 08:00:48,8.81,7.27,0.5,1.61
9,2025-01-29 08:01:48,6.59,6.75,0.95,3.25
9,2025-01-29 08:02:48,7.33,9.54,0.96,4.26
5,2025-01-29 08:03:48,6.14,8.38,0.16,4.34
1,2025-01-29 08:04:48,8.7,6.52,0.66,3.09
2,2025-01-29 08:05:48,6.78,5.77,0.75,3.04
8,2025-01-29 08:06:48,8.25,7.4,0.91,0.61
8,2025-01-29 08:07:48,7.95,8.88,0.34,0.19
10,2025-01-29 08:08:48,8.66,5.88,0.35,2.48
6,2025-01-29 08:09:48,6.87,7.5,0.47,4.73
8,2025-01-29 08:10:48,6.17,8.03,0.42,0.58
1,2025-01-29 08:11:48,8.05,7.51,0.39,0.26
3,2025-01-29 08:12:48,7.77,7.09,0.2,4.23
2,2025-01-29 08:13:48,8.26,9.04,0.31,4.74
7,2025-01-29 08:14:48,7.52,7.47,0.11,3.21
3,2025-01-29 08:15:48,6.07,7.8,0.2,2.43
1,2025-01-29 08:16:48,8.34,9.96,0.82,3.51
9,2025-01-29 08:17:48,7.46,9.16,0.33,0.96
10,2025-01-29 08:18:48,6.95,8.3,0.35,1.94
9,2025-01-29 08:19:48,6.37,7.8,0.51,1.76
7,2025-01-29 08:20:48,6.44,8.17,0.9,2.18
9,2025-01-29 08:21:48,7.4,9.38,0.23,1.5
3,2025-01-29 08:22:48,6.55,9.22,0.49,0.37
9,2025-01-29 08:23:48,6.76,5.16,0.9,2.03
9,2025-01-29 08:24:48,8.09,7.01,0.75,1.48
6,2025-01-29 08:25:48,6.11,8.81,0.81,2.07
6,2025-01-29 08:26:48,8.46,5.13,0.65,2.36
1,2025-01-29 08:27:48,8.01,6.79,0.74,2.94
4,2025-01-29 08:28:48,6.87,5.92,0.71,2.23
8,2025-01-29 08:29:48,6.56,9.83,0.42,2.68
9,2025-01-29 08:30:48,7.22,8.36,0.67,3.86
3,2025-01-29 08:31:48,8.83,5.36,0.9,2.5
6,2025-01-29 08:32:48,6.98,6.23,0.29,0.83
1,2025-01-29 08:33:48,7.27,7.69,0.15,0.81
1,2025-01-29 08:34:48,6.89,5.78,0.39,4.0
3,2025-01-29 08:35:48,7.44,5.92,0.55,3.61
10,2025-01-29 08:36:48,6.86,8.44,0.29,2.74
4,2025-01-29 08:37:48,7.75,6.09,0.56,3.45
3,2025-01-29 08:38:48,6.91,5.78,0.66,0.76
10,2025-01-29 08:39:48,7.27,6.87,0.63,0.55
10,2025-01-29 08:40:48,8.72,6.51,0.77,1.25
10,2025-01-29 08:41:48,6.66,5.22,0.91,2.82
6,2025-01-29 08:42:48,6.43,9.07,0.37,4.21
9,2025-01-29 08:43:48,7.51,8.46,0.57,0.44
7,2025-01-29 08:44:48,8.53,7.18,0.2,3.05
1,2025-01-29 08:45:48,8.0,6.89,0.66,1.67
4,2025-01-29 08:46:48,6.43,7.79,0.63,3.39
1,2025-01-29 08:47:48,7.74,9.05,0.54,3.43
7,2025-01-29 08:48:48,7.13,7.34,0.27,3.34
1,2025-01-29 08:49:48,7.48,6.83,0.22,0.35
3,2025-01-29 08:50:48,7.17,8.28,0.81,2.01
5,2025-01-29 08:51:48,7.28,9.98,0.72,4.94
1,2025-01-29 08:52:48,7.47,8.79,0.66,0.77
6,2025-01-29 08:53:48,8.62,8.19,0.14,1.27
10,2025-01-29 08:54:48,8.03,7.82,0.87,4.97
7,2025-01-29 08:55:48,7.97,9.26,0.42,1.32
10,2025-01-29 08:56:48,7.52,7.36,0.79,1.32
1,2025-01-29 08:57:48,8.55,5.77,0.64,2.09
5,2025-01-29 08:58:48,7.42,7.81,0.33,1.54
6,2025-01-29 08:59:48,8.06,7.04,0.13,3.76
4,2025-01-29 09:00:48,8.34,5.67,0.72,0.23
3,2025-01-29 09:01:48,8.99,8.79,0.34,3.67
5,2025-01-29 09:02:48,8.48,9.81,0.6,3.0
8,2025-01-29 09:03:48,6.92,9.41,0.13,2.0
6,2025-01-29 09:04:48,8.1,7.77,0.68,0.98
4,2025-01-29 09:05:48,7.41,8.88,0.83,1.99
4,2025-01-29 09:06:48,7.97,6.92,0.92,4.61
4,2025-01-29 09:07:48,7.37,9.12,0.68,4.71
1,2025-01-29 09:08:48,6.96,7.76,0.23,0.35
4,2025-01-29 09:09:48,8.06,6.18,0.48,2.08
3,2025-01-29 09:10:48,7.54,6.7,0.36,2.98
4,2025-01-29 09:11:48,8.69,8.32,0.3,4.58
9,2025-01-29 09:12:48,8.98,5.73,0.88,0.15
1,2025-01-29 09:13:48,7.76,7.1,0.74,3.52
6,2025-01-29 09:14:48,7.57,8.91,0.34,4.69
9,2025-01-29 09:15:48,7.71,7.56,0.73,4.36
1,2025-01-29 09:16:48,8.02,7.43,0.83,1.99
10,2025-01-29 09:17:48,8.65,6.17,0.77,1.51
7,2025-01-29 09:18:48,8.0,9.22,0.19,3.94
6,2025-01-29 09:19:48,8.33,9.9,0.46,4.45
5,2025-01-29 09:20:48,8.44,6.49,0.22,1.61
6,2025-01-29 09:21:48,6.11,6.2,0.3,0.91
2,2025-01-29 09:22:48,8.46,8.64,0.84,4.07
6,2025-01-29 09:23:48,6.92,6.67,0.44,0.49
4,2025-01-29 09:24:48,6.0,8.41,0.4,2.67
4,2025-01-29 09:25:48,7.47,5.44,0.83,0.96
9,2025-01-29 09:26:48,7.15,7.8,0.74,2.38
1,2025-01-29 09:27:48,6.12,7.89,0.79,2.23
10,2025-01-29 09:28:48,8.93,6.8,0.73,4.38
10,2025-01-29 09:29:48,8.38,7.47,0.2,1.35
2,2025-01-29 09:30:48,7.3,5.64,0.21,3.89
4,2025-01-29 09:31:48,6.43,5.11,0.79,0.64
2,2025-01-29 09:32:48,6.04,6.59,0.45,2.13
10,2025-01-29 09:33:48,6.59,5.01,0.14,0.94
1,2025-01-29 09:34:48,8.19,8.56,0.35,4.71
6,2025-01-29 09:35:48,7.57,7.75,0.76,2.05
8,2025-01-29 09:36:48,6.13,5.08,0.25,0.98
8,2025-01-29 09:37:48,6.54,8.62,0.58,1.39
1,2025-01-29 09:38:48,7.95,9.09,0.53,0.12
5,2025-01-29 09:39:48,8.65,5.04,0.45,4.37
5,2025-01-29 09:40:48,8.73,7.77,0.37,5.0
9,2025-01-29 09:41:48,7.79,6.61,0.82,1.4
2,2025-01-29 09:42:48,7.11,9.09,0.28,1.75
3,2025-01-29 09:43:48,8.56,5.73,0.71,3.57
9,2025-01-29 09:44:48,7.62,7.62,0.99,0.42
2,2025-01-29 09:45:48,6.42,9.27,0.9,2.01
5,2025-01-29 09:46:48,6.17,9.0,0.22,2.16
10,2025-01-29 09:47:48,7.24,5.1,0.14,4.32
9,2025-01-29 09:48:48,8.29,5.08,0.91,2.54
10,2025-01-29 09:49:48,7.62,5.01,0.84,2.14
8,2025-01-29 09:50:48,6.53,7.94,0.37,1.03
6,2025-01-29 09:51:48,6.82,9.76,0.59,3.92
1,2025-01-29 09:52:48,6.47,7.1,0.62,3.15
8,2025-01-29 09:53:48,7.57,5.81,0.53,1.75
4,2025-01-29 09:54:48,7.51,6.67,0.76,3.58
3,2025-01-29 09:55:48,6.07,8.96,0.61,1.3
9,2025-01-29 09:56:48,7.44,7.72,0.26,4.95
2,2025-01-29 09:57:48,6.81,9.15,0.88,2.63
7,2025-01-29 09:58:48,6.64,7.19,0.81,4.77
5,2025-01-29 09:59:48,7.43,7.14,0.14,1.91
4,2025-01-29 10:00:48,7.84,6.7,0.56,4.97
1,2025-01-29 10:01:48,6.81,8.3,0.18,2.35
3,2025-01-29 10:02:48,6.55,7.25,0.12,2.79
10,2025-01-29 10:03:48,7.04,6.97,0.21,4.35
8,2025-01-29 10:04:48,7.61,7.24,0.43,1.47
5,2025-01-29 10:05:48,8.1,6.12,0.54,3.88
6,2025-01-29 10:06:48,6.43,8.25,0.67,2.04
3,2025-01-29 10:07:48,8.01,9.84,0.4,0.86
3,2025-01-29 10:08:48,6.35,6.92,0.79,3.47
8,2025-01-29 10:09:48,7.71,8.98,0.29,4.48
7,2025-01-29 10:10:48,6.26,5.06,0.13,1.59
10,2025-01-29 10:11:48,6.45,9.83,0.94,3.57
3,2025-01-29 10:12:48,6.65,5.18,0.59,1.37
4,2025-01-29 10:13:48,7.87,6.11,0.88,0.73
9,2025-01-29 10:14:48,6.41,6.92,0.69,2.83
9,2025-01-29 10:15:48,6.43,9.41,0.76,0.57
2,2025-01-29 10:16:48,8.64,9.26,0.68,2.86
6,2025-01-29 10:17:48,7.13,9.01,0.19,1.27
8,2025-01-29 10:18:48,7.11,8.5,0.83,2.19
10,2025-01-29 10:19:48,6.99,9.93,0.78,1.92
3,2025-01-29 10:20:48,6.83,6.05,0.89,3.08
5,2025-01-29 10:21:48,8.97,6.08,0.6,2.43
5,2025-01-29 10:22:48,6.25,6.54,0.64,4.3
6,2025-01-29 10:23:48,7.04,8.8,0.66,1.25
6,2025-01-29 10:24:48,8.04,9.32,0.72,3.72
5,2025-01-29 10:25:48,6.34,6.93,0.46,2.55
9,2025-01-29 10:26:48,8.39,7.35,0.85,1.32
6,2025-01-29 10:27:48,7.84,9.07,0.31,1.45
1,2025-01-29 10:28:48,8.16,6.45,0.9,4.06
5,2025-01-29 10:29:48,7.16,6.27,0.72,2.48
4,2025-01-29 10:30:48,7.8,6.86,0.37,3.63
9,2025-01-29 10:31:48,7.59,7.9,0.25,4.58
6,2025-01-29 10:32:48,8.81,9.65,0.42,1.22
2,2025-01-29 10:33:48,6.6,7.23,0.78,2.37
5,2025-01-29 10:34:48,7.63,8.45,0.33,2.29
10,2025-01-29 10:35:48,8.68,9.05,0.11,0.57
5,2025-01-29 10:36:48,6.25,8.74,0.33,3.02
5,2025-01-29 10:37:48,8.63,5.32,0.56,2.63
4,2025-01-29 10:38:48,8.97,9.53,0.24,1.97
6,2025-01-29 10:39:48,6.82,6.08,0.93,3.74
4,2025-01-29 10:40:48,7.44,6.28,0.34,4.09
6,2025-01-29 10:41:48,8.14,9.12,0.35,3.86
4,2025-01-29 10:42:48,8.81,9.64,0.36,2.7
1,2025-01-29 10:43:48,8.69,7.48,0.68,4.4
8,2025-01-29 10:44:48,8.6,9.02,0.84,4.6
4,2025-01-29 10:45:48,6.29,7.45,0.83,4.4
8,2025-01-29 10:46:48,7.68,6.63,0.73,4.0
10,2025-01-29 10:47:48,7.73,6.65,0.77,0.2
2,2025-01-29 10:48:48,8.71,5.84,0.64,4.48
5,2025-01-29 10:49:48,8.33,8.1,0.34,3.45
2,2025-01-29 10:50:48,8.69,5.17,0.4,0.64
7,2025-01-29 10:51:48,7.49,9.4,0.88,0.68
9,2025-01-29 10:52:48,7.98,9.94,0.44,4.56
2,2025-01-29 10:53:48,7.41,7.5,0.31,4.44
5,2025-01-29 10:54:48,8.9,6.16,0.87,4.22
10,2025-01-29 10:55:48,6.61,8.08,0.2,2.32
1,2025-01-29 10:56:48,8.9,9.04,0.69,3.86
5,2025-01-29 10:57:48,6.67,6.95,0.5,1.5
8,2025-01-29 10:58:48,6.57,9.91,0.95,2.04
8,2025-01-29 10:59:48,6.99,8.83,0.51,3.12
6,2025-01-29 11:00:48,7.6,5.77,0.34,3.76
2,2025-01-29 11:01:48,7.76,6.7,0.68,2.61
4,2025-01-29 11:02:48,7.1,6.02,0.47,1.06
1,2025-01-29 11:03:48,6.59,5.16,0.73,0.36
9,2025-01-29 11:04:48,7.07,5.09,0.99,2.61
5,2025-01-29 11:05:48,7.56,8.66,0.97,3.93
10,2025-01-29 11:06:48,8.9,9.52,0.17,1.23
5,2025-01-29 11:07:48,8.01,7.7,0.98,3.84
6,2025-01-29 11:08:48,6.29,6.23,0.27,3.94
5,2025-01-29 11:09:48,8.2,8.74,0.53,1.47
4,2025-01-29 11:10:48,6.9,9.18,0.95,2.02
6,2025-01-29 11:11:48,7.22,9.25,0.81,3.26
5,2025-01-29 11:12:48,7.37,5.62,0.75,1.43
8,2025-01-29 11:13:48,7.28,7.88,0.12,1.78
8,2025-01-29 11:14:48,6.32,7.53,0.66,3.51
10,2025-01-29 11:15:48,8.37,9.63,0.21,3.83
2,2025-01-29 11:16:48,8.12,8.42,0.66,4.11
7,2025-01-29 11:17:48,7.44,8.18,0.34,4.08
8,2025-01-29 11:18:48,7.15,9.72,0.21,0.17
9,2025-01-29 11:19:48,8.57,7.83,0.22,0.97
4,2025-01-29 11:20:48,8.07,5.36,0.44,2.39
6,2025-01-29 11:21:48,8.67,9.88,0.1,4.11
5,2025-01-29 11:22:48,8.25,9.13,0.84,2.0
2,2025-01-29 11:23:48,6.32,7.54,0.8,4.52
10,2025-01-29 11:24:48,8.56,7.91,0.21,2.49
4,2025-01-29 11:25:48,8.47,7.52,0.71,4.7
4,2025-01-29 11:26:48,8.86,6.36,0.31,1.89
2,2025-01-29 11:27:48,8.83,6.6,0.89,1.81
4,2025-01-29 11:28:48,7.23,6.2,0.34,3.33
5,2025-01-29 11:29:48,7.51,9.1,0.77,2.43
5,2025-01-29 11:30:48,8.39,8.55,0.82,4.5
1,2025-01-29 11:31:48,6.48,9.73,0.81,0.44
2,2025-01-29 11:32:48,7.05,8.16,0.96,1.57
6,2025-01-29 11:33:48,6.84,5.12,0.49,2.75
9,2025-01-29 11:34:48,8.07,5.87,0.62,1.29
1,2025-01-29 11:35:48,6.81,5.4,0.73,3.53
5,2025-01-29 11:36:48,7.25,6.6,0.42,1.57
4,2025-01-29 11:37:48,7.83,9.52,0.48,3.28
8,2025-01-29 11:38:48,6.75,6.57,0.25,2.78
3,2025-01-29 11:39:48,6.97,9.31,0.29,4.62
1,2025-01-29 11:40:48,7.05,7.12,0.98,3.79
5,2025-01-29 11:41:48,7.24,5.08,0.49,3.66
10,2025-01-29 11:42:48,6.81,9.09,0.73,1.44
10,2025-01-29 11:43:48,8.02,7.8,0.29,3.14
10,2025-01-29 11:44:48,6.86,6.82,0.75,4.84
8,2025-01-29 11:45:48,7.33,6.11,0.32,3.61
5,2025-01-29 11:46:48,8.09,5.83,0.71,0.66
10,2025-01-29 11:47:48,6.17,6.88,0.68,4.47
8,2025-01-29 11:48:48,7.35,6.97,0.42,2.51
9,2025-01-29 11:49:48,6.27,7.59,0.96,1.3
1,2025-01-29 11:50:48,7.97,8.87,0.88,2.41
5,2025-01-29 11:51:48,8.99,9.61,0.24,0.84
6,2025-01-29 11:52:48,6.84,5.29,0.31,3.76
4,2025-01-29 11:53:48,7.51,9.8,0.43,1.38
7,2025-01-29 11:54:48,6.47,7.47,0.24,1.17
8,2025-01-29 11:55:48,6.53,9.87,0.72,4.88
2,2025-01-29 11:56:48,8.24,8.8,0.46,3.25
2,2025-01-29 11:57:48,8.16,9.66,0.58,1.85
3,2025-01-29 11:58:48,8.8,5.53,0.59,2.38
8,2025-01-29 11:59:48,7.73,7.01,0.61,4.48
8,2025-01-29 12:00:48,7.35,7.35,0.29,1.0
8,2025-01-29 12:01:48,6.25,5.49,0.19,2.28
9,2025-01-29 12:02:48,6.82,8.79,0.87,2.28
7,2025-01-29 12:03:48,7.4,5.21,0.94,2.98
7,2025-01-29 12:04:48,7.37,8.45,0.74,3.8
9,2025-01-29 12:05:48,6.66,9.74,0.7,2.54
7,2025-01-29 12:06:48,6.79,9.26,0.4,0.66
8,2025-01-29 12:07:48,7.85,7.81,0.13,1.17
9,2025-01-29 12:08:48,7.61,5.66,0.83,3.59
6,2025-01-29 12:09:48,8.86,9.67,0.84,3.19
3,2025-01-29 12:10:48,8.73,6.43,0.6,1.86
10,2025-01-29 12:11:48,8.58,7.11,0.59,0.49
4,2025-01-29 12:12:48,7.63,8.83,0.53,2.69
8,2025-01-29 12:13:48,7.9,8.02,0.52,2.3
1,2025-01-29 12:14:48,8.02,9.66,0.69,4.7
7,2025-01-29 12:15:48,8.03,8.72,0.27,2.1
10,2025-01-29 12:16:48,6.43,8.14,0.73,2.93
5,2025-01-29 12:17:48,7.25,5.3,0.84,4.72
6,2025-01-29 12:18:48,6.6,5.73,0.5,0.5
7,2025-01-29 12:19:48,7.74,6.31,0.66,3.41
5,2025-01-29 12:20:48,7.29,9.77,0.36,2.88
6,2025-01-29 12:21:48,8.61,9.34,0.87,4.58
8,2025-01-29 12:22:48,6.27,5.67,0.59,1.75
5,2025-01-29 12:23:48,8.32,5.77,0.62,4.04
8,2025-01-29 12:24:48,6.16,9.63,0.67,3.76
2,2025-01-29 12:25:48,6.07,5.46,0.64,3.76
3,2025-01-29 12:26:48,7.38,9.56,0.47,0.42
2,2025-01-29 12:27:48,6.59,7.99,0.77,2.86
7,2025-01-29 12:28:48,6.11,5.77,0.48,4.71
7,2025-01-29 12:29:48,7.06,7.73,0.95,1.91
6,2025-01-29 12:30:48,6.49,7.29,0.33,1.8
9,2025-01-29 12:31:48,7.47,6.78,0.24,3.61
7,2025-01-29 12:32:48,7.93,6.06,0.33,3.99
3,2025-01-29 12:33:48,7.91,7.79,0.39,3.81
10,2025-01-29 12:34:48,8.36,5.86,0.13,4.03
9,2025-01-29 12:35:48,7.73,5.44,0.76,4.58
9,2025-01-29 12:36:48,8.48,5.17,0.58,3.44
7,2025-01-29 12:37:48,8.09,7.06,0.12,3.23
9,2025-01-29 12:38:48,7.05,9.72,0.29,2.54
6,2025-01-29 12:39:48,8.58,6.6,0.23,0.16
5,2025-01-29 12:40:48,6.05,7.66,0.6,1.82
4,2025-01-29 12:41:48,7.1,7.86,0.47,3.66
4,2025-01-29 12:42:48,8.85,9.02,0.82,0.97
2,2025-01-29 12:43:48,7.97,5.68,0.2,1.71
9,2025-01-29 12:44:48,6.75,7.7,0.67,4.14
7,2025-01-29 12:45:48,7.24,5.92,0.83,1.15
3,2025-01-29 12:46:48,8.11,6.74,0.26,0.66
3,2025-01-29 12:47:48,7.48,9.16,0.67,4.38
1,2025-01-29 12:48:48,8.85,7.69,0.81,2.16
10,2025-01-29 12:49:48,7.31,6.4,0.49,1.09
3,2025-01-29 12:50:48,8.38,9.13,0.26,0.91
2,2025-01-29 12:51:48,7.74,7.09,0.96,1.07
3,2025-01-29 12:52:48,7.87,9.47,0.97,4.95
2,2025-01-29 12:53:48,6.26,6.72,0.33,3.55
1,2025-01-29 12:54:48,7.11,8.84,0.42,3.13
4,2025-01-29 12:55:48,8.07,7.16,0.55,1.23
10,2025-01-29 12:56:48,6.84,7.12,0.67,1.96
2,2025-01-29 12:57:48,7.36,9.86,0.73,1.75
7,2025-01-29 12:58:48,6.1,7.14,0.67,2.61
4,2025-01-29 12:59:48,6.24,7.95,0.94,0.65
7,2025-01-29 13:00:48,7.48,7.88,0.17,3.94
1,2025-01-29 13:01:48,8.9,6.03,0.54,1.09
2,2025-01-29 13:02:48,8.1,9.54,0.9,0.71
4,2025-01-29 13:03:48,8.35,7.94,0.28,3.57
5,2025-01-29 13:04:48,7.82,5.91,0.74,1.62
8,2025-01-29 13:05:48,8.29,9.06,0.91,3.38
5,2025-01-29 13:06:48,7.1,5.82,0.51,3.68
9,2025-01-29 13:07:48,6.05,5.93,0.54,2.43
3,2025-01-29 13:08:48,8.49,8.27,0.32,2.88
1,2025-01-29 13:09:48,6.52,9.32,0.31,2.47
8,2025-01-29 13:10:48,8.24,7.16,0.17,4.02
3,2025-01-29 13:11:48,6.62,9.82,0.8,3.09
6,2025-01-29 13:12:48,8.8,7.68,0.15,2.75
2,2025-01-29 13:13:48,6.29,7.63,0.45,1.89
1,2025-01-29 13:14:48,7.19,7.56,0.73,2.69
5,2025-01-29 13:15:48,7.32,5.46,0.95,3.71
4,2025-01-29 13:16:48,6.73,9.54,0.54,4.91
4,2025-01-29 13:17:48,6.02,5.58,0.34,1.67
9,2025-01-29 13:18:48,6.84,9.2,0.55,1.22
6,2025-01-29 13:19:48,8.67,9.53,0.87,1.09
7,2025-01-29 13:20:48,6.04,8.71,0.2,3.54
4,2025-01-29 13:21:48,6.5,8.74,0.79,1.88
3,2025-01-29 13:22:48,6.94,8.84,0.29,4.56
1,2025-01-29 13:23:48,6.27,6.02,0.5,2.03
3,2025-01-29 13:24:48,6.27,6.67,0.28,4.4
6,2025-01-29 13:25:48,7.21,8.53,0.42,1.81
7,2025-01-29 13:26:48,6.34,8.28,0.65,0.95
5,2025-01-29 13:27:48,8.07,5.93,1.0,0.3
8,2025-01-29 13:28:48,7.32,8.67,0.61,4.59
6,2025-01-29 13:29:48,7.23,7.67,0.38,3.01
5,2025-01-29 13:30:48,8.94,6.17,0.27,4.32
4,2025-01-29 13:31:48,6.92,7.63,0.26,1.9
4,2025-01-29 13:32:48,7.54,9.02,0.59,0.89
7,2025-01-29 13:33:48,6.61,8.67,0.23,1.82
4,2025-01-29 13:34:48,8.75,5.11,0.9,3.68
2,2025-01-29 13:35:48,6.23,9.2,0.56,0.72
6,2025-01-29 13:36:48,8.95,5.49,0.21,0.24
8,2025-01-29 13:37:48,7.93,6.27,0.95,0.19
5,2025-01-29 13:38:48,6.04,9.89,0.77,1.93
2,2025-01-29 13:39:48,6.03,5.54,0.5,1.27
2,2025-01-29 13:40:48,8.55,7.02,0.18,0.3
4,2025-01-29 13:41:48,7.23,8.44,0.36,3.35
10,2025-01-29 13:42:48,6.72,5.76,0.48,2.85
10,2025-01-29 13:43:48,6.71,6.97,0.2,4.77
8,2025-01-29 13:44:48,8.54,9.22,0.37,4.24
2,2025-01-29 13:45:48,6.99,8.16,0.66,4.07
3,2025-01-29 13:46:48,8.15,6.06,0.19,3.17
6,2025-01-29 13:47:48,7.96,6.34,0.54,2.54
2,2025-01-29 13:48:48,8.15,9.22,0.5,0.43
5,2025-01-29 13:49:48,7.87,7.77,0.18,1.45
7,2025-01-29 13:50:48,8.75,9.91,0.29,3.15
4,2025-01-29 13:51:48,7.41,6.86,0.18,3.33
8,2025-01-29 13:52:48,8.69,6.89,0.76,1.83
9,2025-01-29 13:53:48,8.86,9.88,0.91,4.11
7,2025-01-29 13:54:48,8.16,5.5,0.11,0.13
9,2025-01-29 13:55:48,8.8,9.39,0.17,1.66
6,2025-01-29 13:56:48,6.33,7.71,0.54,1.06
1,2025-01-29 13:57:48,6.08,6.57,0.31,4.67
1,2025-01-29 13:58:48,7.33,6.55,0.35,3.8
7,2025-01-29 13:59:48,8.27,8.96,0.16,2.64
10,2025-01-29 14:00:48,8.37,5.56,0.19,0.91
7,2025-01-29 14:01:48,8.82,7.54,0.48,4.67
9,2025-01-29 14:02:48,7.15,8.99,0.69,1.93
10,2025-01-29 14:03:48,7.2,6.93,0.18,1.51
6,2025-01-29 14:04:48,6.45,6.83,0.73,2.11
5,2025-01-29 14:05:48,7.33,5.09,0.2,1.01
3,2025-01-29 14:06:48,8.21,5.47,0.57,4.54
10,2025-01-29 14:07:48,7.39,9.4,0.25,0.56
1,2025-01-29 14:08:48,7.19,9.77,0.43,4.82
3,2025-01-29 14:09:48,7.8,7.78,0.31,1.99
4,2025-01-29 14:10:48,6.74,7.9,0.82,1.41
8,2025-01-29 14:11:48,8.16,9.52,0.81,2.68
2,2025-01-29 14:12:48,6.19,9.88,0.62,4.44
10,2025-01-29 14:13:48,8.7,8.87,0.39,2.63
6,2025-01-29 14:14:48,8.23,7.58,0.4,2.6
8,2025-01-29 14:15:48,6.49,7.2,0.73,4.97
3,2025-01-29 14:16:48,7.47,9.94,0.85,1.76
5,2025-01-29 14:17:48,7.67,8.39,0.83,4.47
8,2025-01-29 14:18:48,6.44,8.95,0.68,0.62
6,2025-01-29 14:19:48,8.21,8.68,0.45,0.86
8,2025-01-29 14:20:48,6.28,6.75,0.31,3.5
9,2025-01-29 14:21:48,8.09,6.93,0.93,3.68
1,2025-01-29 14:22:48,7.78,9.39,0.48,1.37
9,2025-01-29 14:23:48,8.54,8.92,0.67,2.55
1,2025-01-29 14:24:48,8.47,7.2,0.54,2.18
6,2025-01-29 14:25:48,8.0,7.51,0.48,1.68
3,2025-01-29 14:26:48,8.65,5.51,0.7,2.43
5,2025-01-29 14:27:48,7.49,8.08,0.91,4.21
6,2025-01-29 14:28:48,6.12,8.05,0.26,3.44
1,2025-01-29 14:29:48,7.26,7.28,0.85,2.73
10,2025-01-29 14:30:48,8.02,6.83,0.4,1.79
8,2025-01-29 14:31:48,7.85,8.49,0.43,3.82
6,2025-01-29 14:32:48,7.87,5.57,0.74,2.41
2,2025-01-29 14:33:48,8.35,8.9,0.45,0.5
7,2025-01-29 14:34:48,6.23,8.1,0.18,0.16
10,2025-01-29 14:35:48,6.51,7.27,0.89,1.96
2,2025-01-29 14:36:48,8.74,7.72,0.23,1.03
3,2025-01-29 14:37:48,7.86,8.18,0.47,3.9
5,2025-01-29 14:38:48,6.35,8.32,0.89,1.93
4,2025-01-29 14:39:48,8.84,9.02,0.13,3.25
7,2025-01-29 14:40:48,8.86,6.55,0.68,2.72
8,2025-01-29 14:41:48,7.94,6.33,0.24,4.2
7,2025-01-29 14:42:48,6.99,8.69,0.34,2.4
9,2025-01-29 14:43:48,7.35,9.62,0.94,2.4
7,2025-01-29 14:44:48,6.22,8.03,0.86,2.77
4,2025-01-29 14:45:48,8.96,7.53,0.72,4.03
6,2025-01-29 14:46:48,6.71,7.98,0.29,2.98
7,2025-01-29 14:47:48,8.76,6.37,0.58,0.8
4,2025-01-29 14:48:48,6.29,7.49,0.74,4.02
7,2025-01-29 14:49:48,6.15,6.78,0.57,4.11
4,2025-01-29 14:50:48,7.19,7.24,0.12,1.07
5,2025-01-29 14:51:48,7.06,6.8,0.25,1.31
7,2025-01-29 14:52:48,7.02,8.39,0.65,3.73
5,2025-01-29 14:53:48,8.54,9.52,0.2,0.93
10,2025-01-29 14:54:48,7.74,7.77,0.64,1.58
4,2025-01-29 14:55:48,7.41,9.36,0.59,2.03
8,2025-01-29 14:56:48,6.53,5.47,0.67,3.42
8,2025-01-29 14:57:48,6.02,9.72,0.89,4.4
3,2025-01-29 14:58:48,6.45,8.71,0.35,4.0
10,2025-01-29 14:59:48,6.45,5.12,0.46,1.25
2,2025-01-29 15:00:48,7.23,5.66,0.19,0.7
9,2025-01-29 15:01:48,6.32,9.68,0.92,1.89
9,2025-01-29 15:02:48,6.76,8.39,0.59,2.15
5,2025-01-29 15:03:48,8.32,7.19,0.47,4.4
9,2025-01-29 15:04:48,7.78,7.09,0.48,1.52
10,2025-01-29 15:05:48,6.83,5.48,0.88,2.01
3,2025-01-29 15:06:48,8.06,8.83,0.44,3.16
9,2025-01-29 15:07:48,8.75,9.43,0.97,0.32
